,SearchString
0,"search?q=""CJ CheilJedang Corp+OR+China Merchant Bank *""+2020-01-01+voxchina.org+OR+yicaiglobal.com+OR+www.rhbinvest.com.hk+OR+www.thestandard.com.hk+OR+www.thestandard.com+OR+caixinglobal.com+OR+www.dbs.com.hk+OR+vpr.hkma.gov.hk+OR+thefly.com+""Downgrade""+OR+""Negative""+OR+""Fail""+OR+""Bad""+OR+""Fraud""+OR+""Loss""+OR+""Lose""+OR+""Shortage""+OR+""Decreased""+OR+""Reduction""+OR+""Takeover""+OR+""Drag""+OR+""Drop""+OR+""Rating Watch Negative""+OR+""RWN""+OR+""Deterioration""+OR+""Deteriorate""+OR+""Downward""+OR+""liquidity squeeze""+OR+""Dispose""+OR+""Investigation""+OR+""Prosecution""+OR+""Liability"""
